model,method,case_id,candidate_id,axis,sign,seed,rho,gamma,valid,failure,z_sha256,action,action_overhead_relative,functional_cvar,functional_cvar_drift,NK_E,NK_H,NK_T,target_activation_relative,target_logits_relative,rewrite_new_nll_mean,rewrite_new_strict_rate,rephrase_new_nll_mean,rephrase_new_strict_rate,locality_true_nll_mean
llama3-8b-inst,memit,18707,axis-1-minus,1,-1,6311075584801244582,0.05,0.08445207413711679,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,2.533065860318066,0.050000000000000044,0.00023362701176665723,-2.789063728414476e-06,1.8016522718156125e-09,4.6907892681247176e-08,5.71314657804578e-08,1.4457314989613224e-07,7.586899300804362e-05,0.0007849234389141202,1.0,0.11629513278603554,1.0,5.003210446238517
llama3-8b-inst,memit,18707,axis-1-plus,1,1,6311075584801244582,0.05,0.08445207413711679,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,2.533065860318066,0.050000000000000044,0.00023948732996359468,3.071254468522966e-06,1.8016522718156125e-09,4.6907892681247176e-08,5.71314657804578e-08,1.4628275835093518e-07,7.613306661369279e-05,0.0007864719373174012,1.0,0.11634746380150318,1.0,5.002819168567657
llama3-8b-inst,memit,18707,axis-2-minus,2,-1,7300117401736733803,0.05,0.08996307467667788,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,2.533065860318066,0.050000000000000044,0.00024120984016917646,4.79376467410475e-06,4.695571931279119e-08,4.4409976140968865e-08,1.62054831776004e-08,1.4557761573996686e-07,6.463391036959365e-05,0.0007859955076128244,1.0,0.11632162518799305,1.0,5.003034290671349
llama3-8b-inst,memit,18707,axis-2-plus,2,1,7300117401736733803,0.05,0.08996307467667788,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,2.533065860318066,0.050000000000000044,0.00023186163161881268,-4.554443876259029e-06,4.695571931279119e-08,4.4409976140968865e-08,1.62054831776004e-08,1.4326325015190378e-07,6.439741264330223e-05,0.0007853999268263578,1.0,0.1163118239492178,1.0,5.002994191646576
llama3-8b-inst,memit,18707,axis-3-minus,3,-1,4013560369333495333,0.05,0.08717833301373062,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,2.533065860318066,0.050000000000000044,0.0002385125117143616,2.096436219289899e-06,2.3498710532976474e-08,2.7761840826201478e-08,8.347511126771678e-09,1.444238364456396e-07,2.955126910819672e-05,0.0007857572636567056,1.0,0.11627309024333954,1.0,5.003138872981071
llama3-8b-inst,memit,18707,axis-3-plus,3,1,4013560369333495333,0.05,0.08717833301373062,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,2.533065860318066,0.050000000000000044,0.0002346585097257048,-1.75756576936692e-06,2.3498710532976474e-08,2.7761840826201478e-08,8.347511126771678e-09,1.516443290938696e-07,2.967588989122305e-05,0.0007856381707824767,1.0,0.11636457592248917,1.0,5.0028847575187685
llama3-8b-inst,memit,14288,reference-duplicate-0,,0,,0.0,0.0,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,,,0.0002681611222214997,0.0,,,,,,0.0055913482792675495,1.0,4.897579550743103,0.0,4.438486638851463
llama3-8b-inst,memit,14288,reference-duplicate-1,,0,,0.0,0.0,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,,,0.0002681611222214997,0.0,,,,,,0.0055913482792675495,1.0,4.897579550743103,0.0,4.438486638851463
llama3-8b-inst,memit,14288,axis-0-minus,0,-1,4248395583300445358,0.05,0.08323603783419728,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,2.190661245336813,0.050000000000000044,0.0002699336037039757,1.772481482475996e-06,3.1521414367574607e-09,3.750554711245968e-08,6.694119036865231e-08,1.3775853346942313e-07,2.5816334527917206e-05,0.005590992514044046,1.0,4.898220777511597,0.0,4.438164896704256
llama3-8b-inst,memit,14288,axis-0-plus,0,1,4248395583300445358,0.05,0.08323603783419728,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,2.190661245336813,0.050000000000000044,0.0002671437105163932,-1.0174117051064968e-06,3.1521414367574607e-09,3.750554711245968e-08,6.694119036865231e-08,1.4398351311228907e-07,2.5470541004324332e-05,0.005591466557234526,1.0,4.896944522857666,0.0,4.438802815042436
llama3-8b-inst,memit,14288,axis-1-minus,1,-1,6737029104845415816,0.05,0.07964487755758491,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,2.190661245336813,0.050000000000000044,0.0002679288445506245,-2.322776708751917e-07,3.2882883971296906e-08,3.639454249082519e-08,2.1778397751859302e-08,1.4369015843840316e-07,6.722743273712695e-05,0.005590873770415783,1.0,4.897322058677673,0.0,4.438295849971473
llama3-8b-inst,memit,14288,axis-1-plus,1,1,6737029104845415816,0.05,0.07964487755758491,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,2.190661245336813,0.050000000000000044,0.0002682756748981774,1.1455267667770386e-07,3.2882883971296906e-08,3.639454249082519e-08,2.1778397751859302e-08,1.3950925392691715e-07,6.715075141983107e-05,0.005591585300862789,1.0,4.897825479507446,0.0,4.438680306822062
llama3-8b-inst,memit,14288,axis-2-minus,2,-1,9078868576373243361,0.05,0.08029461401462289,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,2.190661245336813,0.050000000000000044,0.00026896531926468015,8.041970431804657e-07,9.969395975417683e-09,4.205326575856816e-08,4.240515494302599e-08,1.3970348788916453e-07,8.436324424110353e-05,0.005591585300862789,1.0,4.8972108364105225,0.0,4.438477906212211
llama3-8b-inst,memit,14288,axis-2-plus,2,1,9078868576373243361,0.05,0.08029461401462289,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,2.190661245336813,0.050000000000000044,0.00026731015532277524,-8.509668987244368e-07,9.969395975417683e-09,4.205326575856816e-08,4.240515494302599e-08,1.4516247404117166e-07,8.424171392107382e-05,0.005590992514044046,1.0,4.897926211357117,0.0,4.4385008227080105
llama3-8b-inst,memit,14288,axis-3-minus,3,-1,8615834903370522238,0.05,0.07618270882872188,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,2.190661245336813,0.050000000000000044,0.0002667876542545855,-1.373467966914177e-06,1.981894826030839e-08,4.310528467499353e-08,3.833980599665665e-08,1.395137729787166e-07,4.1884370148181915e-05,0.005590873770415783,1.0,4.897202491760254,0.0,4.4384779231622815
llama3-8b-inst,memit,14288,axis-3-plus,3,1,8615834903370522238,0.05,0.07618270882872188,True,,22df63e825ab6a29e7eae3a7d47f53e947c30a9a4400ece61cd25707b72a0aea,2.190661245336813,0.050000000000000044,0.00026920560048893094,1.0444782674312592e-06,1.981894826030839e-08,4.310528467499353e-08,3.833980599665665e-08,1.4553842220266233e-07,4.186636579106562e-05,0.005591703578829765,1.0,4.897943735122681,0.0,4.438500214926899
llama3-8b-inst,memit,16426,reference-duplicate-0,,0,,0.0,0.0,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,,,0.0001481684303143993,0.0,,,,,,0.0024440200068056583,1.0,2.0712970495224,0.5,5.181027913093567
llama3-8b-inst,memit,16426,reference-duplicate-1,,0,,0.0,0.0,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,,,0.0001481684303143993,0.0,,,,,,0.0024440200068056583,1.0,2.0712970495224,0.5,5.181027913093567
llama3-8b-inst,memit,16426,axis-0-minus,0,-1,2728188223656688728,0.05,0.08192259326148671,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,2.196020455208177,0.050000000000000044,0.00014733310672454536,-8.353235898539424e-07,7.81576758868141e-09,2.8905917659471925e-08,1.312046560286717e-08,1.6654978196584125e-07,5.8775985962711275e-05,0.0024435443338006735,1.0,2.071326732635498,0.5,5.1811393141746525
llama3-8b-inst,memit,16426,axis-0-plus,0,1,2728188223656688728,0.05,0.08192259326148671,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,2.196020455208177,0.050000000000000044,0.0001492981391493231,1.1297088349238038e-06,7.81576758868141e-09,2.8905917659471925e-08,1.312046560286717e-08,1.6486582410379924e-07,5.875854185433127e-05,0.0024447336327284575,1.0,2.07127982378006,0.5,5.180905330181122
llama3-8b-inst,memit,16426,axis-1-minus,1,-1,1452575990295890247,0.05,0.08213978743863506,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,2.196020455208177,0.050000000000000044,0.00015618842735420913,8.019997039809823e-06,2.9313726557234077e-08,3.336973009027133e-08,5.182707241147e-08,1.6693761040187383e-07,6.890156510053203e-05,0.0024437822867184877,1.0,2.070855438709259,0.5,5.1809412956237795
llama3-8b-inst,memit,16426,axis-1-plus,1,1,1452575990295890247,0.05,0.08213978743863506,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,2.196020455208177,0.050000000000000044,0.00014074462524149567,-7.423805072903633e-06,2.9313726557234077e-08,3.336973009027133e-08,5.182707241147e-08,1.6926937007610832e-07,6.883877358632162e-05,0.002444495679810643,1.0,2.071722984313965,0.5,5.181106328964233
llama3-8b-inst,memit,16426,axis-2-minus,2,-1,5062381060793882630,0.05,0.0830169510191047,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,2.196020455208177,0.050000000000000044,0.00014996725076343864,1.79882044903934e-06,4.379490547989917e-08,4.0871004358677965e-08,2.557881728648681e-08,1.685303061549348e-07,7.147403084672987e-05,0.0024430686607956886,1.0,2.071083962917328,0.5,5.181212401390075
llama3-8b-inst,memit,16426,axis-2-plus,2,1,5062381060793882630,0.05,0.0830169510191047,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,2.196020455208177,0.050000000000000044,0.00014673912664875388,-1.4293036656454206e-06,4.379490547989917e-08,4.0871004358677965e-08,2.557881728648681e-08,1.6759098286911467e-07,7.14870766387321e-05,0.002445090329274535,1.0,2.0714873671531677,0.5,5.18082560300827
llama3-8b-inst,memit,16426,axis-3-minus,3,-1,4380294379631682214,0.05,0.08007398721856215,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,2.196020455208177,0.050000000000000044,0.0001470492861699313,-1.1191441444680095e-06,2.0568752034932913e-08,4.6401041231547424e-08,8.301063303406409e-08,1.6300504057653598e-07,2.3009091819403693e-05,0.002444376703351736,1.0,2.0712732076644897,0.5,5.180819952487946
llama3-8b-inst,memit,16426,axis-3-plus,3,1,4380294379631682214,0.05,0.08007398721856215,True,,cdb75537df9d1ec0bc9357d5caee5f02456956851c2398a632cd4754d75b6355,2.196020455208177,0.050000000000000044,0.00014952228229958564,1.3538519851863384e-06,2.0568752034932913e-08,4.6401041231547424e-08,8.301063303406409e-08,1.7215361935996043e-07,2.2938838810659945e-05,0.002443901030346751,1.0,2.071318507194519,0.5,5.181234920024872
llama3-8b-inst,memit,19041,reference-duplicate-0,,0,,0.0,0.0,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,,,0.0004047180409543216,0.0,,,,,,0.011316281743347645,1.0,2.290413975715637,0.5,7.9367798328399655
llama3-8b-inst,memit,19041,reference-duplicate-1,,0,,0.0,0.0,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,,,0.0004047180409543216,0.0,,,,,,0.011316281743347645,1.0,2.290413975715637,0.5,7.9367798328399655
llama3-8b-inst,memit,19041,axis-0-minus,0,-1,4781234411759491711,0.05,0.08860137923125994,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,2.526902724932822,0.050000000000000044,0.0004032384604215622,-1.479580532759428e-06,5.2471222922179095e-09,4.691576904747308e-08,1.5048369661485594e-08,1.3309211510659225e-07,2.1786230718134902e-05,0.0113167529925704,1.0,2.290764421224594,0.5,7.936863040924072
llama3-8b-inst,memit,19041,axis-0-plus,0,1,4781234411759491711,0.05,0.08860137923125994,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,2.526902724932822,0.050000000000000044,0.00040652326424606144,1.8052232917398214e-06,5.2471222922179095e-09,4.691576904747308e-08,1.5048369661485594e-08,1.3934145215444005e-07,2.1649377231369726e-05,0.011315692216157913,1.0,2.2900220789015293,0.5,7.936702823638916
llama3-8b-inst,memit,19041,axis-1-minus,1,-1,7001521473156103891,0.05,0.08467154197244958,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,2.526902724932822,0.050000000000000044,0.00040629241266287863,1.5743717085570097e-06,5.304130468175572e-08,6.99711435458994e-08,4.224095206950551e-08,1.362097208357227e-07,0.0001367341901641339,0.011316871270537376,1.0,2.290616724640131,0.5,7.936919581890106
llama3-8b-inst,memit,19041,axis-1-plus,1,1,7001521473156103891,0.05,0.08467154197244958,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,2.526902724932822,0.050000000000000044,0.00040803724550642073,3.3192045520991087e-06,5.304130468175572e-08,6.99711435458994e-08,4.224095206950551e-08,1.3523788311431417e-07,0.00013666354061570019,0.011315339244902134,1.0,2.2901989743113518,0.5,7.936645305156707
llama3-8b-inst,memit,19041,axis-2-minus,2,-1,5524640942009403653,0.05,0.08581008610249242,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,2.526902724932822,0.050000000000000044,0.00040060351602733135,-4.114524926990271e-06,7.733585505320661e-08,5.7206893444572415e-08,4.2512240838732396e-08,1.366135649050193e-07,5.766345566371456e-05,0.011312982067465782,1.0,2.290671981871128,0.5,7.936721813678742
llama3-8b-inst,memit,19041,axis-2-plus,2,1,5524640942009403653,0.05,0.08581008610249242,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,2.526902724932822,0.050000000000000044,0.0004089712747372687,4.2532337829470634e-06,7.733585505320661e-08,5.7206893444572415e-08,4.2512240838732396e-08,1.340973483365815e-07,5.8046935009770095e-05,0.011319228447973728,1.0,2.2901216074824333,0.5,7.936836671829224
llama3-8b-inst,memit,19041,axis-3-minus,3,-1,4315287838368157288,0.05,0.08600516361413955,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,2.526902724932822,0.050000000000000044,0.0004107861896045506,6.068148650228977e-06,7.107601618372428e-08,4.529287522814229e-08,3.423618366582559e-08,1.349903726577395e-07,6.758997915312648e-05,0.011315928772091866,1.0,2.2904569171369076,0.5,7.936460852622986
llama3-8b-inst,memit,19041,axis-3-plus,3,1,4315287838368157288,0.05,0.08600516361413955,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,2.526902724932822,0.050000000000000044,0.0003990578115917742,-5.660229362547398e-06,7.107601618372428e-08,4.529287522814229e-08,3.423618366582559e-08,1.3565674805704475e-07,6.756713992217556e-05,0.011316281743347645,1.0,2.290349882096052,0.5,7.937105822563171
llama3-8b-inst,memit,17609,reference-duplicate-0,,0,,0.0,0.0,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,,,0.00029991770861670375,0.0,,,,,,0.0010799296433106065,1.0,1.945127159357071,0.5,3.260234069824219
llama3-8b-inst,memit,17609,reference-duplicate-1,,0,,0.0,0.0,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,,,0.00029991770861670375,0.0,,,,,,0.0010799296433106065,1.0,1.945127159357071,0.5,3.260234069824219
llama3-8b-inst,memit,17609,axis-0-minus,0,-1,6229950782094512912,0.05,0.07322298118584229,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,1.8363263977250426,0.050000000000000044,0.00030079911812208593,8.814095053821802e-07,2.5955813054423515e-09,3.105625623334163e-08,5.219822796220797e-09,1.440033656763262e-07,6.480743468273431e-05,0.0010796914575621486,1.0,1.9453095942735672,0.5,3.26026246547699
llama3-8b-inst,memit,17609,axis-0-plus,0,1,6229950782094512912,0.05,0.07322298118584229,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,1.8363263977250426,0.050000000000000044,0.000299218634609133,-6.990740075707436e-07,2.5955813054423515e-09,3.105625623334163e-08,5.219822796220797e-09,1.4556647442987014e-07,6.487003702204674e-05,0.0010802869219332933,1.0,1.9449678808450699,0.5,3.260205888748169
llama3-8b-inst,memit,17609,axis-1-minus,1,-1,7486204228353604010,0.05,0.07424611406872375,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,1.8363263977250426,0.050000000000000044,0.0003016109694726765,1.6932608559727669e-06,3.2141866057600055e-08,4.254519225810327e-08,1.1086553008965438e-08,1.4304778517271188e-07,5.150583456270397e-05,0.0010796914575621486,1.0,1.9453423619270325,0.5,3.2603462100028993
llama3-8b-inst,memit,17609,axis-1-plus,1,1,7486204228353604010,0.05,0.07424611406872375,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,1.8363263977250426,0.050000000000000044,0.00029843143420293927,-1.4862744137644768e-06,3.2141866057600055e-08,4.254519225810327e-08,1.1086553008965438e-08,1.45573267218424e-07,5.17126391059719e-05,0.0010804060148075223,1.0,1.9449275583028793,0.5,3.2601256251335142
llama3-8b-inst,memit,17609,axis-2-minus,2,-1,3209066283514574848,0.05,0.07429720974176202,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,1.8363263977250426,0.050000000000000044,0.0002992111840285361,-7.065245881676674e-07,3.1263947875004305e-08,2.790702247068566e-08,3.2698657115304286e-09,1.4246238322357385e-07,8.438676013611257e-05,0.0010794533882290125,1.0,1.945059522986412,0.5,3.260395312309265
llama3-8b-inst,memit,17609,axis-2-plus,2,1,3209066283514574848,0.05,0.07429720974176202,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,1.8363263977250426,0.050000000000000044,0.0003008710336871445,9.533250704407692e-07,3.1263947875004305e-08,2.790702247068566e-08,3.2698657115304286e-09,1.4460084685197216e-07,8.461101970169693e-05,0.0010804060148075223,1.0,1.9451906830072403,0.5,3.26007285118103
llama3-8b-inst,memit,17609,axis-3-minus,3,-1,4430784797883867633,0.05,0.07330275523433603,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,1.8363263977250426,0.050000000000000044,0.0002996234397869557,-2.942688297480345e-07,3.739426102100651e-09,4.258494357145537e-08,3.385758162721686e-08,1.4160713135424885e-07,4.460163108888082e-05,0.0010801678290590644,1.0,1.9450476616621017,0.5,3.260287046432495
llama3-8b-inst,memit,17609,axis-3-plus,3,1,4430784797883867633,0.05,0.07330275523433603,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,1.8363263977250426,0.050000000000000044,0.00030016835080459714,2.5064218789339066e-07,3.739426102100651e-09,4.258494357145537e-08,3.385758162721686e-08,1.4657575775345322e-07,4.444388105184771e-05,0.0010798105504363775,1.0,1.9452500194311142,0.5,3.2601872444152833
qwen2.5-7b-inst,memit,21100,reference-duplicate-0,,0,,0.0,0.0,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,,,0.0013937759213149548,0.0,,,,,,0.002076613949611783,1.0,0.9726845026016235,1.0,6.749287152290345
qwen2.5-7b-inst,memit,21100,reference-duplicate-1,,0,,0.0,0.0,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,,,0.0013937759213149548,0.0,,,,,,0.002076613949611783,1.0,0.9726845026016235,1.0,6.749287152290345
qwen2.5-7b-inst,memit,21100,axis-0-minus,0,-1,628986152451356954,0.05,0.32961535000375125,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,805.5007439002987,0.050000000000000044,0.0014333478175103664,3.957189619541168e-05,5.837635086436421e-08,3.305047613366696e-08,1.2171681440520388e-08,1.3176253332858323e-07,0.00012599123874679208,0.0020760190673172474,1.0,0.9737226366996765,1.0,6.7494052171707155
qwen2.5-7b-inst,memit,21100,axis-0-plus,0,1,628986152451356954,0.05,0.32961535000375125,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,805.5007439002987,0.050000000000000044,0.0013562599197030067,-3.751600161194801e-05,5.837635086436421e-08,3.305047613366696e-08,1.2171681440520388e-08,1.2754007627790998e-07,0.0001262069126823917,0.0020770898554474115,1.0,0.9716381132602692,1.0,6.749159288406372
qwen2.5-7b-inst,memit,21100,axis-1-minus,1,-1,3056468350645233102,0.05,0.3237367843660815,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,805.5007439002987,0.050000000000000044,0.0013670172775164247,-2.6758643798530102e-05,1.3957978772793922e-08,2.772235419001845e-08,7.83537679183155e-09,1.3060648029750155e-07,0.0004977033822797239,0.0020808966364711523,1.0,0.9741773307323456,1.0,6.7491425514221195
qwen2.5-7b-inst,memit,21100,axis-1-plus,1,1,3056468350645233102,0.05,0.3237367843660815,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,805.5007439002987,0.050000000000000044,0.0014214336406439543,2.765771932899952e-05,1.3957978772793922e-08,2.772235419001845e-08,7.83537679183155e-09,1.3111286989442306e-07,0.0004978482029400766,0.002072569215670228,1.0,0.9711790382862091,1.0,6.749426770210266
qwen2.5-7b-inst,memit,21100,axis-2-minus,2,-1,6580165960493378614,0.05,0.3329722802833836,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,805.5007439002987,0.050000000000000044,0.0014149821363389492,2.1206215023994446e-05,2.6752896786774727e-08,3.305506623973997e-08,1.8035112958614263e-08,1.3110397389937134e-07,5.9057139878859743e-05,0.0020772088319063187,1.0,0.9734360575675964,1.0,6.749081778526306
qwen2.5-7b-inst,memit,21100,axis-2-plus,2,1,6580165960493378614,0.05,0.3329722802833836,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,805.5007439002987,0.050000000000000044,0.001375703141093254,-1.807278022170067e-05,2.6752896786774727e-08,3.305506623973997e-08,1.8035112958614263e-08,1.3473120930029836e-07,5.960357157164253e-05,0.0020761380437761545,1.0,0.9719340205192566,1.0,6.749489164352417
qwen2.5-7b-inst,memit,21100,axis-3-minus,3,-1,9102447607167080269,0.05,0.3282222044087561,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,805.5007439002987,0.050000000000000044,0.001377485110424459,-1.6290810890495777e-05,4.6729862646088804e-08,3.503851431219118e-08,1.9699777809023544e-08,1.2919822722778918e-07,0.00020491358009167016,0.002075543161481619,1.0,0.9728271961212158,1.0,6.749310827255249
qwen2.5-7b-inst,memit,21100,axis-3-plus,3,1,9102447607167080269,0.05,0.3282222044087561,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,805.5007439002987,0.050000000000000044,0.0014171365182846785,2.33605969697237e-05,4.6729862646088804e-08,3.503851431219118e-08,1.9699777809023544e-08,1.3144034483048017e-07,0.00020520956604741514,0.0020776845049113035,1.0,0.972565233707428,1.0,6.749263119697571
qwen2.5-7b-inst,memit,1477,reference-duplicate-0,,0,,0.0,0.0,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,,,0.002010337309911847,0.0,,,,,,0.0314033105969429,1.0,0.018600933253765106,1.0,4.805404424667358
qwen2.5-7b-inst,memit,1477,reference-duplicate-1,,0,,0.0,0.0,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,,,0.002010337309911847,0.0,,,,,,0.0314033105969429,1.0,0.018600933253765106,1.0,4.805404424667358
qwen2.5-7b-inst,memit,1477,axis-0-minus,0,-1,793826111443167984,0.05,0.3331329270578032,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,816.2799832292503,0.050000000000000044,0.0019459668546915054,-6.437045522034168e-05,4.678035381289192e-08,4.4559435252722324e-08,8.570764542525922e-09,1.2039836860822106e-07,5.0411937991157174e-05,0.03139638155698776,1.0,0.018605289049446583,1.0,4.805524778366089
qwen2.5-7b-inst,memit,1477,axis-0-plus,0,1,793826111443167984,0.05,0.3331329270578032,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,816.2799832292503,0.050000000000000044,0.0020778959151357412,6.755860522389412e-05,4.678035381289192e-08,4.4559435252722324e-08,8.570764542525922e-09,1.1881038375349817e-07,5.042042539571412e-05,0.03141035884618759,1.0,0.018596401438117027,1.0,4.8052993535995485
qwen2.5-7b-inst,memit,1477,axis-1-minus,1,-1,704490386250376648,0.05,0.3337857825931925,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,816.2799832292503,0.050000000000000044,0.002139350166544318,0.00012901285663247108,3.4225337230964215e-08,6.405630870176537e-08,1.0963664642815729e-08,1.1869377658513258e-07,5.7476976508041844e-05,0.03141278401017189,1.0,0.01859703939408064,1.0,4.80620014667511
qwen2.5-7b-inst,memit,1477,axis-1-plus,1,1,704490386250376648,0.05,0.3337857825931925,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,816.2799832292503,0.050000000000000044,0.001888384111225605,-0.0001219531986862421,3.4225337230964215e-08,6.405630870176537e-08,1.0963664642815729e-08,1.1942955779886688e-07,5.753197183366865e-05,0.031393952667713165,1.0,0.018605118617415428,1.0,4.804620242118835
qwen2.5-7b-inst,memit,1477,axis-2-minus,2,-1,4972686993684655446,0.05,0.325167813236898,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,816.2799832292503,0.050000000000000044,0.001889724750071764,-0.00012061255984008312,5.303253836075328e-09,3.8035580018913606e-08,6.826052167951957e-09,1.1876363714691252e-07,4.8039302782854065e-05,0.0313982293009758,1.0,0.018605376593768597,1.0,4.805914640426636
qwen2.5-7b-inst,memit,1477,axis-2-plus,2,1,4972686993684655446,0.05,0.325167813236898,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,816.2799832292503,0.050000000000000044,0.0021424260921776295,0.00013208878226578236,5.303253836075328e-09,3.8035580018913606e-08,6.826052167951957e-09,1.1942223920868855e-07,4.812544284504838e-05,0.03140862658619881,1.0,0.018596489913761616,1.0,4.8049051523208615
qwen2.5-7b-inst,memit,1477,axis-3-minus,3,-1,1625498384699152285,0.05,0.3264831842525509,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,816.2799832292503,0.050000000000000044,0.0020180142018944025,7.67689198255539e-06,1.5921449048050818e-08,3.091340161631706e-08,2.6342723558059333e-09,1.204561783652025e-07,3.8641708670184016e-05,0.031398460268974304,1.0,0.018598897382616997,1.0,4.805579876899719
